3;1;DestiMED;Mediterranean Ecotourism Destination: main components (joint planning, monitoring, management and promotion)for a governance system in Mediterranean protected areas;Tourism illustrates an important source of revenues and employment in the MED area. At the same time it implicates enormous negative impacts for nature and society.   Some years ago, the concept of ecotourism appeared. What does this imply for the MED area? Unfortunately not much. Despite increasing international efforts to create harmonized concepts, agreed definitions and quality standards are missing in the MED area. Due to the lack of coherent planning and monitoring and seriously perceived promotion, ecotourism in the MED does not yet constitute a real alternative.   This could be changed through a governance system for ecotourism in protected areas, e.g. constituted through a destination management organisation (DMO). Such DMO could harmonize quality standards and tools to monitor compliance, propose attractive ecotourism offers promoted through a lasting brand.   This is where the project DestiMED comes into play aiming to build pre-conditions for a DMO:   Firstly, it will further develop and test standards, offers and monitoring tools - forming the quality scheme of a future DMO. It will build on results of the MEET project that created and tested planning and marketing approaches. These will be enriched by a monitoring tool.   The offers and tools developed will subsequently be tested in pilot actions involving local actors as well as the local community. In parallel, a network (based on the MEET network) will serve as idea-smithy to further shape the DMO.;REGIONE LAZIO - Regional Parks Agency of Lazio;ITALY;145;1st call;01/11/2016;30/04/2019;Testing;2.006.000,00;119.000,00;2.500.000,00;85%;Sustainable Tourism
3;2;EcoSUSTAIN;Ecological sustainable Governance of Mediterranean protected Areas via improved Scientific, Technical and Managerial Knowledge Base;EcoSUSTAIN represents joint transnational action towards maintenance of biodiversity and natural ecosystems by means of stronger management and networking of protected areas obtained through capacity building, innovative technologies and improved management knowledge base. Management and networking of protected areas will be improved by capacity building activities and pilot implementation of innovative water quality monitoring solutions in several protected wetland locations across the programme area. Water quality monitoring will be improved by means of state-of-the-art ICT technology providing live, early warning messages directly from a sensor-equipped buoy, or by means of long-term monitoring based on satellite imagery processing. The primary end uses of the monitoring systems will be management bodies of the protected areas involved in the pilot activities. However, by means of transferring actions in the project and sustainable results, secondary end users will be other management bodies of protected areas across the Mediterranean.  The overall objective of the action is to improve monitoring, management and networking of protected areas through supporting scientific, technical and management knowledge in order to tackle the problem of incoherent and segregated management of protected areas as self-sustained units, which is believed to hamper protection and promotion of Mediterranean natural resources, as well as maintenance of biodiversity and natural ecosystems.;University of Rijeka, Faculty of Maritime studies;CROATIA;51000;1st call;01/11/2016;30/04/2019;Testing;1.262.821,51;227.420,90;1.753.226,36;85%;Biodiversity Protection
2;1;EduFootprint;School Low Carbon Footprint in Mediterranean cities;EduFootprint  intends to raise capacity of owner and managers of public buildings for better management of energy  it will be done considering not just direct energy impacts of buildings (consumption), but also indirect ones (public procurement or general awareness and behavior). Activities will be concentrated in the test and transferability of an integrated energy strategy with a Life Cycle Assessment (LCA) approach in schools, consisting in the elaboration and implementation of energy efficient practices integrated with local Sustainable Energy Action Plans (SEAPS). Transnational action is vital because the project will test the EduFootprint  model in different MED countries and it will disseminate the innovative solutions involving public authorities and owners, private sectors and end-users in seven MED regions. The less experienced areas would have the opportunity of acting upon well-proven basis from the pre-existing know-how of other partners, and the model would be test in countries with different ways of public buildings management.   The project will allow to cut energy costs for public buildings in MED area. The use of an approach that considers the school in its complete life cycle, assures a multiplying effect of actions, so a sustainable low-carbon citizen lifestyles and educational and cultural growth and promotion of eco-innovation solutions for various stakeholders (students, their families, teachers, public institutions, energy services providers).;PROVINCE OF TREVISO;ITALY;31100;1st call;01/11/2016;28/02/2019;Testing;934.840,00;85.742,05;1.200.684,75;85%;Efficient Buildings
3;1;EMbleMatiC;Emblematic Mediterranean Mountains as Coastal destinations of excellence;What do Olympus, Etna and CanigÚ have in common? They are all coastal Mediterranean mountains, emblematic for their history, landscape and identity.   Today, 9 coastal mountains have joined the network of Emblematic Mediterranean Mountains: CanigÛ and Sainte Victoire (France), Etna and Gran Sasso (Italy), Olympus and Ida (Greece), Pedra Forca and Serra de Tramuntana (Spain) and Cik‡†  (Albania).  The objective of the EMbleMatiC project is to create and test a new and radically different tourism offer based on the features of these mountains and to create an alternative to the traditional holiday on the beach. This project goes even further. It is not concerned with creating a generic tourism product, but rather with piloting a new way of conceiving tourism: one which combines the development and protection of natural environments, by applying a more sustainable and responsible management of tourism flows and a greater involvement of inhabitants and local actors.   This project will contribute to re-balance tourist flows between the sea and the mountain, to extend the seasonality and to improve economic returns for the territories.   Several experiments will lead the territories toward the definition of an umbrella brand based on a sustainable and responsible tourism approach. Should the evaluation prove positive, more than fifteen other mountains from the MED basin could join the network together with their local authorities in order to evolve their tourism policies.;Syndicat Mixte CANIG” Grand Site;FRANCE;66500;1st call;01/11/2016;31/10/2019;Studying and Testing;2.402.168,44;127.067,35;2.975.571,49;85%;Sustainable Tourism
1;1;embrace;European Med-clusters Boosting Remunerative Agro-Wine Circular Economy;The EMBRACE project aims at testing a model and related toolkit for the establishment of 2 transnational meta-clusters working on the principles of the circular economy. The project, capitalizing model and instruments, will propose to Clusters, SMEs and Innovation stakeholders a set of instruments able to strongly introduce the principle and practices of the Circular Economy in two leading sectors of the Med Economy: Wine and Agro-food. The establishment of national Nodes will assure the provision of awareness and training actions addressed to both economic actors (SMEs and clusters) and Public Administration (Regions, provinces) with the final goal to introduce feasible circular economy practices into the two selected Sectors. The National Clusters aligned to circular economy principles will then be grouped into 2 Meta-Clusters (1 for the Wine sector and 1 for the Agro-Food sector) at MED level to assure cooperation and exchange of knowledge even through the EMBRACE platform. To strengthen the impact of the circular economy, viable business models for SMEs in the field of eco-innovation, large projects and related financing schemes/instruments will be developed during the piloting phase and then disseminated during the transferring phase. The tested models and instruments will be, then, disseminated to other areas and sectors, with the purpose of spreading the benefit of Circular Economy and promoting its sustainability through the adoption of ad hoc financial instruments.;t2i ñ technology transfer and innovation;ITALY;31100;2nd call;01/02/2018;30/07/2020;Testing;1.587.074,68;141.703,50;2.140.390,50;81%;Green Growth
2;1;ENERJ;Joint Actions for Energy Efficiency;"ENERJ draws on challenges faced by partners in implementing and monitoring EE measures, projects, plans and policies at local level. Common factors that hinder the effectiveness of EE actions are linked to scarce policy integration, inadequacy of qualified human resources, ineffective financial strategies, untailored measures and incomplete information about EE performance of the public building stock. ENERJ increases and improves the efficacy of EE measures for public buildings by using innovative collaborative instruments to gather useful data, fostering cooperation among local authorities on wide-scale Joint actions, promoting public-private ventures. Main outputs will be: (i) integrated large-scale Joint Actions for EE, able to achieve economies of scale, significant impacts on energy consumptions and emissions, catalyse a wider range of investments and leverage Structural Funds through the ROPs; (ii) ENERJ web platform implementation, a geo-database of the EE measures adopted by the municipalities within SEAPs or other local energy plans; (iii) Enhancement of public and private stakeholders skills and delineation of the Joint Actions Coordinator to assess, define, adopt, implement and monitor EE actions and plans. The innovative approach of ENERJ lies in working collectively to propose exchange of experience and cooperation on joint projects, with the final aim to improve the operational aspects of the EE policies and programmes implementation in the MED area.";Development agency of eastern Thessalonikiís local authorities ñ Center for the development of human resources and the support of local economy;GREECE;57001;1st call;01/11/2016;30/04/2019;Testing;1.774.498,25;144.882,50;2.258.095,00;85%;Efficient Buildings
2;3;EnerNETMob;Mediterranean Interregional Electromobility Networks for intermodal and  interurban low carbon transport systems;"EnerNETMob aims to draft, test and improve parallel ìSustainable Electromobility Plansî according to common standards and low carbon policies, in order to set an ìInterregional Electromobility Networkî crossing cities of all transnational MED area. Project promotes sharing mobility and land-sea intermodality using electric transport systems, by implementing interurban and interregional pilot networks of Electric Vehicles Supply Equipment (EVSE) also co-powered by Renewable Energy Sources. By integrating the SUMP and SEAPs models, the ìSustainable Electromobility Plansî will be developed to reach 2 main challenges: - to implement and extend ìInterregional Electromobility Networksî inside and beyond MED area, following common approaches and design guidelines for electric transport infrastructures/services; - to implement pilot small-scale investments on electromobility for interurban and intermodal connections in order to allow longer trips and test network at transnational level. 2014/94/EU Directive provided preliminary guidelines to develop charging infrastructures in EU territory. However, Member States have still not implemented integrated EVSE networks at European level with same communication protocols and planning models. Therefore, on the basis of existing Best Available Technologies, project will develop electromobilty solutions and will test pilot actions to overcome medium-trip limitations and to coordinate future investments on electric transport in MED area.";Region of Peloponnese- Department of Management for Development Planning;GREECE;22100;2nd call;01/02/2018;31/01/2022;Integrated project;4.738.996,32;171.275,77;5.776.790,61;85%;Urban Transports
1;1;ESMARTCITY;Enabling Smarter City in the MED Area through Networking;ESMARTCITY exploits MED area good potential in Green Growth sub theme of Smart Cities in order to increase overall innovation level towards Europe 2020 strategy. It follows a holistic approach of networking/clustering led by existing innovative clusters in the area. The Smart City concept utilizes ubiquitous digital infrastructure of modern cities, enriching it with smart devices, embedded systems, sensors and actuators, in order to allow the deployment of innovative services / applications to end users/citizens. It can enhance innovation capacities of cities, transforming them from mere technology enforcement objects to innovation ecosystems, producing new work and living scenarios in a bottom-up approach. Both businesses and academia, and citizens and public / city authorities benefit as providers and consumers of new applications/services. Despite existing pilot demonstrations the Smart City market remains largely technology pushed. Creating the necessary public authority/citizen pull is a challenge, addressed by the project through one multinational pilot deployment in the MED area relevant to Smart City application areas of intelligent districts, smarter energy, and smarter lighting. Following a networking approach of all potential Smart City enablers and end users coming from all four pillars of the quadruple helix, the project will test its sustainability transferring Innovation Policy Change recommendations towards local/regional authorities in the MED area.;Abruzzo Region - Department of Energy Policy, Air Quality and National Environmental Information System (SINA);ITALY;67100;2nd call;01/02/2018;31/07/2020;Testing;1.992.400,00;132.600,00;2.500.000,00;85%;Green Growth
1;1;finMED;Boosting the financing of  innovation for green growth sectors through innovative clusters services in the MED area;Fostering economic growth and development, while ensuring that natural assets continue to provide the resources and environmental services on which prosperity relies, is no more a choice but an imperative for the economic and social future wellbeing of people. Although green transition will not take off without financing and assure the financing of innovation in green sectors has become a common concern for all MED countries and regions. To answer this challenge, a pool of regions, clusters, business support organisations, knowledge providers and development agencies joined in the finMED project, whose aim is to boost the financing of innovation in green growth sectors through improved delivery of policies and strategies and the introduction of innovative cluster services.   The project delivers concrete outputs and results in three fields:  1- Public policies delivery, by developing and adopting new concepts, principle and practices to finance green growth strategies   2- Innovation and business environment, by improving interaction and collaboration (at regional and transnational level) among involved stakeholders and bridging the gap among enterprises and financers    3- Green sectors capacities, by stimulating and actively supporting their adaptability to the most impellent financing challenges.  finMED also develops a proper specific position on the future of green sectors innovation financing, supporting the policy debate for 2021-2028 programming period in MED and EU area.;REGIONE PIEMONTE - Directorate Financial Resources and Assets;ITALY;10121;2nd call;01/02/2018;31/01/2022;Integrated project;3.449.079,31;206.550,00;4.300.740,36;85%;Green Growth
3;2;FishMPABlue 2;Fishing governance in MPAs: potentialities for Blue Economy 2;FishMPABlue 2 proposal is the follow-up of FishMPABlue 2007-2013 (from now on: FishMPABlue 1): as the first one carried out the analysis of the management of small scale fishery within and around an MPA, identifying the suitable change (enforcing MPA management capacities) to be achieved through a concrete response (innovative governance toolkit), as current proposal wants to test such toolkit to actually demonstrate its effectiveness in achieving expected results (strengthening the management - and networking - capacities of Med MPAs). The proposal fits concretely on Programme result indicator thanks to a scientifically sound study (FishMPABlue 1 results), a clear testing approach (where the monitoring of outcomes coming from toolkit testing is among key activities), a wide (thanks to networks of MedPAN & MedWet) results transfer strategy (exploiting already existing tools and channels)  it creates the conditions for a potential mainstreaming into the whole Mediterranean region (thanks to the involvement of the main regional-national policy makers). Partnership is the FishMPABlue 1 one, enriched with other Med-region based actors and with the only existing Med network of small scale fishermen. Associates list has been enriched too with key policy makers at national level. Timeline (and so the project start) has been decided in relation with actual constraints (for the marine environment monitoring) and existing opportunities of synergy with other major dissemination events;The Italian Federation of Parks and Nature Reserves;ITALY;184;1st call;01/11/2016;31/10/2019;Testing and Capitalising;2.975.000,00;0,00;3.500.000,00;85%;Biodiversity Protection
2;2;ForBioEnergy;Forest Bioenergy in the Protected Mediterranean Areas;ForBioEnergy is an innovative and ambitious project because it bets on the sustainable development of the rural areas using the forest biomass of the protected areas as driving force.  Most of the forest areas are included in the protected areas, so, they represent a great opportunity for the production of sustainable energy from biomass. But the current regulatory restrictions as well as the lack of appropriate plans impede and slow down the forest biomass exploitation.  And this is exactly the overall objective of the project: fostering the bio-energy production in the protected areas providing transnational solutions for reducing barriers that hinder the development of the sector and planning models in order to exploit the full potential of biomass and at the same time to preserve the biodiversity of the natural areas.  This objective will be achieved through the definition of: - an Action Plan for shaping new regulatory framework and permit route aimed at removing technical and administrative barriers that hinder the energy use of biomass - a multi-level planning process: regional, local and operating - a set of sustainability requirements and quality standards of forest biomass.  Project activities will be implemented through a transnational process for highlighting the most significant gaps as well as the best practices. Furthermore key actors (who propose/change norms, regulations and plans, and who deal with bioenergy and biodiversity issues) will be actively involved.;Sicily Region - Councillorship for Agriculture, Rural Development and Mediterranean Fishing - Regional Department for the Rural and Territorial Development;ITALY;90145;1st call;01/11/2016;30/04/2019;Testing;1.741.520,36;0,00;2.048.847,48;85%;Renewable Energy
2;3;GO SUMP;Improving Sustainable Urban Mobility Plans & Measures in the Med;SHARING CHALLENGES, DEVELOPING SOLUTIONS FOR SUSTAINABLE MOBILITY IN THE MED   The capitalization and mainstream of results at transnational level has shown difficulties during the last programming period. When talking about sustainable mobility as a part of urban planning, the gap is even bigger in the Mediterranean, even if the classical city configuration of proximity could easily inspire a low carbon transport strategy.  Using a specialized partnership as backbone of the working structure, GO SUMP will work to solve this gap by guiding and supporting modular projects as a community, to improve the visibility, capitalization and mainstreaming of their results through joint strategies based on synergies and networking.  GO SUMP will act as a bridge among the Med Programme and projects, and the stake holders for their communication and capitalization through key thematic groups such as Civitas, Eltis ,the SUMP Platform or the Covenant of Mayors. By capitalizing good and especially bad practices, the horizontal project, will contribute to a unique identity on SUMPs in the Med cities enhancing its peculiarities as a key to implement low carbon transport & mobility measures.;Malaga City Council - Observatory of Urban Environment;SPAIN;29018;2nd call;01/11/2016;31/10/2019;Horizontal project;1.198.183,93;0,00;1.409.628,15;85%;Urban Transports
1;1;GRASPINNO;Transnational model, strategies and decision support for innovative clusters and business networks towards green growth, focusing on green e-procurement in EE/RES for energy refurbishment of public buildings;Med area faces a transnational challenge due to the number of older public buildings that are energy-inefficient. GRASPINNO provides innovative green procurement solutions for energy savings/efficient refurbishment of public buildings, focusing on smart cities and communities. Its goals: (a) Improve the capacity of Public Authorities (PAs) to manage the energy efficiency of buildings, moving towards nearly zero energy building  (b) Strengthen SMEs to enter the green energy market. Consolidating EU results from ePrior, PEPPOL (CIP), CO-EFFICIENT and GRASP (MED), we validate an integrated framework of strategies, methods, databases and tools at a wide range of MED pilots.   Our results: 1) Public procurement tool to be used by innovative PAs and clusters/networks for implementing green specs/criteria in tenders with green products/services thus increasing their capacity in green growth, particularly eco-innovation. 2) Decision-support tool (LCC) to be used by PAs for evaluating green products/services. 3) Transnational network for Public/Private Partnerships of eco-innovators including mentoring and business angel support for SMEs, and transnational knowledge base. 4) Integrated transnational innovative solutions with practical recommendations to EU decision makers for their effective policy mainstreaming to benefit all MED areas. Replicability, transferability and leverage effect allow us to provide smart/low-cost/sustainable solutions to PAs and SMEs in the whole MED region.;University of Patras - Department of Civil Engineering;GREECE;26504;1st call;01/11/2016;31/10/2019;Testing and Capitalising;2.465.213,70;175.567,50;3.204.787,00;82%;Green Growth
1;1;green mind;GREEN and smart Mobility INDustry innovation;"The ìgreen mindî project transnational challenge is the development of economic competitiveness & innovation in the green & smart mobility industry, by strengthening regional & transnational cooperation between businesses, research bodies and authorities. The green & smart mobility industry is an innovation sector of the MED area; it is developing fast due to technological development, but also to stricter environmental policies. ìgreen mindî has the objective to strengthen the transnational activities of clusters and agencies to support SMEs systems in exploiting the market opportunities of the raising demand for green & smart mobility products and services. ìgreen mindî is a mature project in which 8 MED territorial contexts (Ferrara, Thessaloniki, Andalusia, PACA, Istria, Sarajevo, Podravska and Split/Dalmatia) cooperate to: test new market intelligence, public funding screening, B2B matchmaking services for SMEs; build a transferable model of the tested services for clusters and agencies; set up a transnational innovation network involving authorities, business and research; implement a transfer programme targeted to clusters and agencies to foster their transnational activities; and deliver a policy support programme to mainstream the project results based on the Smart Specialisation Strategies of the involved regions. The ìgreen mindî transnational approach lies in a joint learning, knowledge sharing and capacity building process for innovation in the MED area.";SIPRO DEVELOPMENT AGENCY-FERRARA;ITALY;44121;2nd call;01/02/2018;31/07/2020;Testing;1.358.300,00;122.400,00;1.742.000,00;85%;Green Growth
2;2;GREENCAP;Capitalisation of the green energy projects in the MED area;The transnational challenge of the project is the cohesion and blending of the results arising from modular projects by creating a common network among all the established partnership resulting in a community in which activities and results will be shared. This objective will be achieved by creating links among different consortia that could share results of activity afferent the same fields of competence, thus widening the targets achieved by individual projects through the complementarity of skills and the sharing of the results. The main outputs of the project will be the creation of a MED community and of synergies among the projects, the analysis and management of the community project results, the dissemination and capitalization of the outcomes. The approach of the project foresees a common and easy to use communication supports realisation, the participation to thematic events and the enlargement of existing thematic networks dedicated to renewable energy in islands and rural areas. These activities will also involve actors other than the modular projects partners in order to create the conditions and links allowing to exploit and use the different projects results at larger scale. The expected change will be the boosting of the impact that each project can achieve thanks to the immediate multiplication of the targets reached and the growth of the expertise gained by comparing the results obtained with different approaches.;SRC Bistra Ptuj -Scientific Research Centre Bistra Ptuj;SLOVENIA;2250;2nd call;01/11/2016;31/10/2019;Horizontal project;1.184.348,36;48.605,81;1.450.534,32;85%;Renewable Energy
1;1;GREENOMED;Mediterranean Trans-Regional Cooperation for green manufacturing innovation;"Manufacturing is an important pillar for Europe, since it impacts significantly on economy, occupation welfare and environment. It consumes about the 30% of the total energy produced, uses as input critical raw materials and is responsible for environmental emissions. Thus, the adoption of green practices in manufacturing is a top-priority of several European Regions.  However, even if Europe is a global leader in green manufacturing research, its innovation capacity should be strongly improved. The availability of a European network of pilot plants accessible to SMEs could significantly contribute to this goal.  The setup such an interconnected network of pilot plants requires the identification of common challenges and the mobilization of considerable resources. For these reasons, Regions should cooperate to reach this goal under the paradigm of smart specialization.   In the ""VANGUARD Initiative""ù, a Clusters-governed methodology for the setup of trans-national projects of pilot plants was conceived, but was not tested on a structured basis and on a large scale.  Based on this experience, GREENNOMED aims at testing and transferring this methodology in the MED Regions, considering their peculiarities and also their link with other relevant EU manufacturing Regions, in particular with Germany.  GREENNOMED will address business support organizations (Clusters), enterprises, SMEs, research and innovation organizations , Public Regional Authorities, as well as the general public.";National Research Council - Institute of Intelligent Industrial Technologies and Systems for Advanced Manufacturing;ITALY;185;1st call;01/02/2017;31/07/2019;Testing;1.742.500,02;0,00;2.050.000,00;85%;Green Growth
3;1;HERIT-DATA;Sustainable Heritage Management towards Mass Tourism Impact thanks to a holistic use of Big and Open Data;Although tourism is a major engine of economic growth, it also creates a burden hard to manage, and has a great impact on the conservation of the heritage.  The project aims to reduce the impact of human activities (tourism-related ones) on cultural heritage, with a special focus on 2 kind of cultural destinations that can benefit from and be affected by mass tourism: Old towns & Sites of particular cultural heritage or archaeological interest for visitors, including UNESCO World Heritage Sites, so present in the MED territories.  In that framework, HERIT-DATA plans to develop of a sustainable and responsible tourism management towards cultural heritage in MED regions, in particular by taking advantage of technology and innovation in management tools (Smart Cities), as well as other policy and social measures.  The partners will develop, test and transfer a series of knowledge and solutions (Models, Strategy, Artificial Intelligence & Big Data based-on platform and App, etc.) in line with the current sectoral changes and characteristics of smart destinations, able to collect, generate, integrate and analyse information and transform it into behaviour changes, according to ICZM recommendations. The results will also contribute  to decision-making processes from a holistic perspective and for all stakeholders: Planners (Public Administration & Tourism or Heritage Managing bodies)  Visitors (coastal and cruise tourists visiting heritage sites), local stakeholders and host citizens;REGIONE TOSCANA - Department of Infrastructure & Technology;ITALY;50127;2nd call;01/02/2018;31/01/2022;Integrated project;3.357.937,92;208.250,00;4.195.515,20;85%;Sustainable Tourism
1;1;iBLUE;Investing in sustainable blue growth and competitiveness through 3-Pillar Business Model (3-PBM);"I-Blue will contribute to the sustainable relaunch of yachting sector (shipbuilding, nautical services, tourism) creating a Med transnational network to help the economic upturn by sharing business models (BM) which integrate the 3 pillars of sustainability (environmental, social, economic), developing the ""3-PBM""ù methodology.The sector is now facing crisis and unemployment challenges, but a focus only on economic aspect would represent a threat for the MED ecosystem balance, from an environmental and a social viewpoint.""3-PBM""ù application and the systematic data collection will create a database providing: a critical mass of knowledge about Med yachting in terms of economic impact, employment, strengths, weaknesses and sustainability, exploitable by several users (SMEs, policy makers, researchers)  an indicator system about the sustainability of the yachting enterprises, useful to the policy makers for a better resource allocation and for impact evaluation  a collection of best practices, innovation patterns and policies exploitable by MED yachting sector actors for performance improvement  training material for the realization of sustainable BM in yachting, going towards circular economy principles, and for the maritime tourists for improving awareness about rules for MED safeguard.A transnational action will allow a sustainable development of the whole yachting sector of the MED protecting at the same time nature, beauty and culture of its territories and its people.";University of Udine - Department Polytechnic of Engineering and Architecture;ITALY;33100;1st call;01/02/2017;31/01/2020;Studying and Testing;1.774.676,75;140.250,00;2.252.855,00;85%;Blue Growth
2;1;IMPULSE;Integrated Management Support for Energy efficiency in Mediterranean PUblic buiLdings;IMPULSE introduces an integrated management support system for planning energy efficiency interventions in public buildings. The main challenge tackled is the insufficient capacities of public administrations to set-up reliable and affordable energy efficiency plans for their public building stock, which at local level is reflected by missing or incomplete Sustainable Energy Action Plans (SEAPs). The main problem is the lack of available energy consumption data for the building stock and of easy-to-use decision-support systems to conclude the most affordable action plans with bankable and realistic solutions. The project acknowledges the need for concrete decision-support solutions as well as the transnational approach needed to account for MED diversified conditions in buildings, energy solutions, climate, regulations, etc., towards the wider capturing of MED specificities. The project's transnational approach foresees extensive testing in representative pilot MED Cities in 6 Countries, of previously established methods for the conclusion of MED public building typologies accompanied with cost-optimal interventions and financial and gradual renovation plans. The results are organised into a transnational purpose web and GIS-based information system being a user-friendly decision making tool for affordable SEAPs with high impact. The tool is verified through small-scale renovation projects in each pilot City and further evaluated through targeted transferring activities.;CENTRE FOR RENEWABLE ENERGY SOURCES AND SAVING;GREECE;19009;1st call;01/11/2016;30/04/2019;Testing;1.711.214,90;178.218,65;2.222.863,00;85%;Efficient Buildings
3;1;INHERIT;SUSTAINABLE TOURISM STRATEGIES TO CONSERVE AND VALORISE THE MEDITERRANEAN COASTAL AND MARITIME NATURAL HERITAGE;INHERIT is an integrated project with 15 partners from all 10 MED countries aiming to conserve and valorise natural heritage in MED coastal and maritime tourist destinations. The project will test and deploy a new approach adapted to MED specificities protecting natural heritage from the adverse effects of intensive tourism. INHERIT will promote sustainable tourism alleviating seasonality and tackling the surpassing of the hosting capacity, by designing and implementing a ‚Äúbottom-up‚Äù protection approach relying on self-regulation and monitoring by local society and tourism stakeholders.   The INHERIT protection approach will involve all the key stakeholders (at MED, national, regional and local level) in its studying, testing and capitalisation activities, to deliver:  - A MED-wide policy strategy and protection measures addressing the negative effects of intensive tourism flows.  - MED INHERITURA sites, i.e. designated areas in which human activities coexist with substantial natural heritage, subscribing to the INHERIT protection approach and acting as models, to scale up and out the approach to other MED areas.   - A network and management mechanism of the INHERITURA sites, that will assume the sustainability and the scaling up after project completion.  - Thematic tourism routes (e.g. remote islands, prehistoric sites) will be pilot-integrated in the INHERITURA areas using the improved protection as an asset to increase tourism attractiveness in a sustainable way.;REGION OF PELOPONNESE;GREECE;22100;2nd call;01/02/2018;31/01/2022;Integrated project;4.643.601,00;127.160,00;5.612.660,00;85%;Sustainable Tourism
1;1;InnoBlueGrowth;InnoBlueGrowth ñ Horizontal Communication & Capitalization project for Innovation in Blue Growth at Mediterranean level;INTERREG MED promotes horizontal projects, which main objective is to ensure the communication/capitalisation activities of the modular projects in order to increase their impacts towards common identified targets. In the case of the InnoBlueGrowth, these activities are focused on the S.O.1.1. ìto increase transnational activity of innovative clusters and networks of key sectors of the MED areaî.  It proposes concrete activitiesóa communication strategy, community building initiatives and capitalisation events, among othersóto build a real community of modular projects, dealing with Blue Growth.  This innovative community will allow the reinforcement of the cross-cutting and integrated approach between modular projects and transnational key stakeholders, which is a sine qua non condition to support Mediterranean clusters in their transnational activities processes. Moreover, it will enhance the dissemination and transferability of the modular projects results and will consequently ensure a wider and deeper impact towards external multilevel stakeholders, contributing to the sustainable socio-economic development of the Mediterranean area through innovative investments in the Blue economy.  Besides, developed in parallel of the ìplatform projectî of the Axis 4 of the Programme, InnoBlueGrowth will ensure a close communication and coordination with it. The benefits will reach not only the projects and programmes scales, but also beyond, at the Member states level.;National Inter-University Consortium for Marine Sciences;FRANCE;196;2nd call;01/11/2016;31/10/2019;Horizontal project;1.262.475,00;65.300,00;1.562.088,24;85%;Blue Growth
2;2;LOCAL4GREEN;LOCAL Policies for GREEN Energy;The project will support Local Authorities to define and implement innovative local fiscal policies, intended to promote renewable energy sources (RES) both in the public and private sector and households, mainly in the framework of the Sustainable Energy Action Plans adopted by Local Authorities signatories of the Covenant of Mayors.   In rural areas and islands of MED regions, local fiscal policies have a key role in incresing renewable energy sources. Since rural local authorities have economical and technical constraints, RES promotion plans should prioritize collaboration and active roles for private sector and households. Local fiscal systems are proper tools to lead and engage such actors in RES.  The project will support the testing of innovative local green fiscal policies, and monitoring their results in spreading renewable energy sources. As well, the project will facilitate capitalization of the best practices and application in other municipalities, at national and transnational levels, since models of green local fiscal policy will be elaborated and disseminated as well as technical support will be provided. The project will provide Local Authorities with fiscal policy models to be included in their own strategies and plans, especially in the framework of the Covenant of Mayors.  Green fiscal policies will promote public and private sector engagement in renewable energy sources, to increase the share of renewable local energy sources.;Valencian Federation of Municipalities and Provinces;SPAIN;46001;1st call;01/11/2016;30/04/2019;Testing;1.637.308,65;74.101,05;2.013.423,15;85%;Renewable Energy
2;3;LOCATIONS;Low Carbon Transport in Cruise Destination Cities;How cruise tourism can increase economic benefits in coastal regions, thus reducing its negative environmental impact?  Cruise tourism represents an appealing way to visit coastal areas providing a significant boost in their economy and international reputation.  Facing the need to increase income from cruise tourism and to preserve territorial natural assets, cities are called to use existing low carbon transport systems and multimodal connections.  LOCATIONS' (Low Carbon Transport in Cruise Destination Cities) overall objective is to support local public administrations in drafting Low-Carbon Transport and mobility Plans (LCTPs) with measures dedicated to cruise-related passengers and freight flows, contributing to decongest the city traffic and to lower the production of greenhouse gases.  A methodology will be tested to respond to specific mobility-related issues in the countries involved.  The definition of modular packages will pave the way for transferability in new MED area countries by means of international capacity building actions and mutual learning activities for new sustainable mobility concepts. New LCTPs will be produced and capitalization actions will grant the involvement of a broader number of cruise destinations to adopt the LOCATIONS approach by means of bankable projects.  Involvement of citizenship and cruise passengers is foreseen through raising awareness campaign, encouraging participation and responsibility in enhancing cities' quality of life.;AREA Science Park;ITALY;34149;1st call;01/11/2016;31/10/2019;Testing and Capitalising;2.334.793,39;225.921,50;3.012.605,75;85%;Urban Transports
1;1;MADRE;Metropolitan Agriculture for Developing an innovative, sustainable and Responsible Economy;According to the FAO, a paradigm shift in both urban and agriculture development, planning and policy formulation is required in order to ensure access to urban food security, improved environmental management and enhanced rural-urban linkages. Although recognized as a major lever of eco-innovation for metropolis' sustainability and competitiveness, metropolitan and periurban agriculture (MPA) still suffers from a  mainstreaming gap , remaining overlooked by policy makers, academic research and the general public. As a result, the environmental price of food is an invisible but nonetheless major burden for cities. The MADRE project aims to meet this challenge : supply MPA with key players (from the quadruple helix) and create a transnational cooperation in the MED aerea. Aiming at fostering a change process in the metropolitan food supply model, the project will capitalize on the wide set of academic knowledge, pilot actions and policies, networks and transnational cooperations in order to allow MPA reaching a critical level in the MED area. Indepth assessment of available material will provide the baseline for an empowerment of MPA stakeholders and then to a formal committment to initiate a transnational clustering processs. Such a capitalization process will involve a multidisciplinary, pluralistic and multilevel partnership from 4 different MED countries (Spain, France, Italy, Greece) and Albania (IPA), each partner representing a flagsghip metropolitan area.;Agency for Sustainable Mediterranean Cities and Territories;FRANCE;13002;1st call;01/02/2017;31/07/2018;Capitalising;877.051,25;120.147,50;1.173.175,00;85%;Green Growth
